campname,cpe0312c,cpe0312p,cpetecoc,cpetecop,cpetlepc,cpetlepp,cpetspec,cpetspep,grdspan,CAMPUSID
TOMBALL EL,263,33.900002,428,55.200001,153,19.700001,66,8.5,'PK - 04,101921108
NORTHPOINTE INT,752,100,159,21.1,32,4.3000002,53,7,'05 - 06,101921109
ROSEHILL EL,196,43.799999,176,39.400002,95,21.299999,64,14.3,'EE - 04,101921110
CANYON POINTE EL,337,41.400002,213,26.200001,277,34,64,7.9000001,'PK - 04,101921111
CREEKSIDE FOREST EL,286,52.400002,15,2.7,60,11,25,4.5999999,'KG - 05,101921112
TIMBER CREEK EL,294,51.599998,40,7,54,9.5,33,5.8000002,'KG - 05,101921113
WILDWOOD EL,379,36.5,204,19.700001,103,9.8999996,64,6.1999998,'EE - 04,101921114
CREEKVIEW EL,348,48.299999,59,8.1999998,86,11.9,66,9.1999998,'KG - 05,101921115
OAKCREST INT,693,100,157,22.700001,83,12,45,6.5,'05 - 06,101921116
C E KING H S,2488,100,1993,80.099998,400,16.1,164,6.5999999,'09 - 12,101924001
SHELDON JJAEP,2,100,0,0,0,0,0,0,'05 - 11,101924010
KASE ACADEMY,70,100,53,75.699997,11,15.7,12,17.1,'11 - 12,101924012
HIGH POINT EAST,8,100,0,0,2,25,0,0,'08 - 12,101924014
C E KING MIDDLE,1047,100,931,88.900002,317,30.299999,85,8.1000004,'06 - 08,101924041
MICHAEL R NULL MIDDLE,1129,100,981,86.900002,222,19.700001,98,8.6999998,'06 - 08,101924043
ROYALWOOD EL,404,62.400002,557,86.099998,348,53.799999,51,7.9000001,'01 - 05,101924102
L E MONAHAN EL,352,59.5,515,87,177,29.9,71,12,'01 - 05,101924104
STEPHANIE CRAVENS EARLY CHILDHOOD,0,0,496,78.5,309,48.900002,30,4.6999998,'EE - KG,101924107
SHELDON EL,451,62.299999,582,80.400002,296,40.900002,49,6.8000002,'01 - 05,101924108
H M CARROLL EL,556,65.599998,739,87.199997,357,42.099998,65,7.6999998,'01 - 05,101924109
SHELDON EARLY CHILDHOOD ACADEMY,0,0,355,62.200001,216,37.799999,51,8.8999996,'EE - KG,101924110
GARRETT EL,389,61.599998,550,87,224,35.400002,63,10,'01 - 05,101924111
HARGRAVE H S,1036,100,272,26.299999,43,4.1999998,93,9,'09 - 12,101925001
EXCEL ACADEMY,1,100,0,0,0,0,0,0,'10 - 10,101925004
HUFFMAN MIDDLE,838,100,265,31.6,40,4.8000002,70,8.3999996,'06 - 08,101925041
HUFFMAN EL,418,46.099998,405,44.700001,38,4.1999998,91,10,'EE - 05,101925103
FALCON RIDGE EL,392,52.400002,314,42,122,16.299999,91,12.2,'KG - 05,101925104
GEORGE WASHINGTON CARVER EL,78,61.900002,124,98.400002,9,7.0999999,7,5.5999999,'PK - 08,102901103
MARSHALL H S,1411,100,956,67.800003,110,7.8000002,110,7.8000002,'09 - 12,102902001
MARSHALL J H,1265,100,946,74.800003,238,18.799999,86,6.8000002,'06 - 08,102902041
CROCKETT EL,371,53.700001,555,80.300003,184,26.6,43,6.1999998,'KG - 05,102902103
SAM HOUSTON EL,271,52.099998,340,65.400002,203,39,5,1,'KG - 05,102902107
WM B TRAVIS EL,327,52,516,82,190,30.200001,50,7.9000001,'KG - 05,102902108
WASHINGTON ECH CTR,0,0,276,100,80,29,22,8,'EE - PK,102902110
PRICE T YOUNG EL,274,51,491,91.400002,52,9.6999998,47,8.8000002,'KG - 05,102902116
WASKOM H S,315,100,186,59,15,4.8000002,35,11.1,'09 - 12,102903002
WASKOM MIDDLE,215,100,143,66.5,18,8.3999996,20,9.3000002,'06 - 08,102903041
WASKOM EL,167,44.799999,256,68.599998,54,14.5,26,7,'PK - 05,102903103
HALLSVILLE H S,1464,100,511,34.900002,23,1.6,121,8.3000002,'09 - 12,102904002
TEXAS VIRTUAL ACADEMY AT HALLSVILL,4438,100,1597,36,122,2.7,522,11.8,'03 - 12,102904010
HALLSVILLE J H,1212,100,469,38.700001,43,3.5,121,10,'06 - 08,102904041
HALLSVILLE PRI,0,0,127,94.800003,14,10.4,4,3,'PK - PK,102904102
HALLSVILLE INT,756,100,336,44.400002,44,5.8000002,67,8.8999996,'04 - 05,102904104
HALLSVILLE EAST EL,202,25.6,420,53.200001,66,8.3999996,73,9.3000002,'EE - 03,102904107
HALLSVILLE NORTH EL,169,24.799999,281,41.200001,24,3.5,58,8.5,'KG - 03,102904108
HARLETON H S,219,100,85,38.799999,0,0,25,11.4,'09 - 12,102905001
HARLETON J H,179,100,80,44.700001,2,1.1,25,14,'06 - 08,102905041
HARLETON EL,150,47.200001,158,49.700001,7,2.2,28,8.8000002,'PK - 05,102905101
ELYSIAN FIELDS H S,278,100,126,45.299999,2,0.69999999,43,15.5,'09 - 12,102906001
ELYSIAN FIELDS MIDDLE,217,100,98,45.200001,5,2.3,32,14.7,'06 - 08,102906041
ELYSIAN FIELDS EL,198,47.099998,241,57.400002,3,0.69999999,51,12.1,'EE - 05,102906101
CHANNING SCHOOL,122,67.400002,122,67.400002,14,7.6999998,22,12.2,'PK - 12,103901001
HARTLEY SCHOOL,161,72.199997,157,70.400002,56,25.1,11,4.9000001,'PK - 12,103902001
HASKELL H S,165,100,94,57,1,0.60000002,21,12.7,'09 - 12,104901001
HASKELL J H,108,100,82,75.900002,5,4.5999999,20,18.5,'06 - 08,104901041
HASKELL EL,125,42.700001,229,78.199997,6,2,29,9.8999996,'EE - 05,104901101
RULE SCHOOL,94,77,105,86.099998,6,4.9000001,15,12.3,'PK - 12,104903001
PAINT CREEK SCHOOL,85,72,100,84.699997,0,0,8,6.8000002,'PK - 12,104907001
KATHERINE ANNE PORTER SCHOOL,167,100,68,40.700001,0,0,23,13.8,'09 - 12,105801001
TEXAS PREPARATORY SCHOOL,74,61.700001,76,63.299999,0,0,18,15,'KG - 06,105802041
TEXAS PREPARATORY SCHOOL - AUSTIN,61,56.5,88,81.5,0,0,11,10.2,'KG - 06,105802101
KI CHARTER ACADEMY,173,98.300003,158,89.800003,3,1.7,102,58,'01 - 12,105803001
SAN MARCOS H S,2307,100,1576,68.300003,121,5.1999998,304,13.2,'09 - 12,105902001
GOODNIGHT MIDDLE,1036,100,795,76.699997,111,10.7,153,14.8,'06 - 08,105902041
MILLER MIDDLE,791,100,530,67,72,9.1000004,134,16.9,'06 - 08,105902043
BOWIE EL,273,50.400002,386,71.199997,91,16.799999,40,7.4000001,'KG - 05,105902101
CROCKETT EL,324,54.099998,394,65.800003,15,2.5,56,9.3000002,'KG - 05,105902102
DEZAVALA EL,306,54,467,82.400002,113,19.9,40,7.0999999,'KG - 05,105902103
TRAVIS EL,323,52.5,519,84.400002,65,10.6,64,10.4,'KG - 05,105902105
HERNANDEZ EL,296,47.5,425,68.199997,88,14.1,98,15.7,'KG - 05,105902107
MENDEZ EL,313,53.299999,500,85.199997,109,18.6,47,8,'KG - 05,105902108
BONHAM PRE-K SCHOOL,0,0,404,96.400002,76,18.1,33,7.9000001,'EE - PK,105902109
DRIPPING SPRINGS H S,1950,100,137,7,41,2.0999999,152,7.8000002,'09 - 12,105904001
DRIPPING SPRINGS MIDDLE,842,100,145,17.200001,67,8,107,12.7,'06 - 08,105904041
SYCAMORE SPRINGS MIDDLE,808,100,30,3.7,12,1.5,68,8.3999996,'06 - 08,105904042
DRIPPING SPRINGS EL,390,47.599998,175,21.299999,129,15.7,92,11.2,'EE - 05,105904101
WALNUT SPRINGS EL,380,51.799999,150,20.5,28,3.8,105,14.3,'EE - 05,105904102
ROOSTER SPRINGS EL,363,44.200001,27,3.3,29,3.5,92,11.2,'EE - 05,105904103
SYCAMORE SPRINGS EL,396,45.599998,24,2.8,8,0.89999998,83,9.6000004,'EE - 05,105904104
WIMBERLEY H S,784,100,163,20.799999,18,2.3,50,6.4000001,'09 - 12,105905001
DANFORTH J H,590,100,152,25.799999,26,4.4000001,51,8.6000004,'06 - 08,105905041
JACOB'S WELL EL,523,74.699997,208,29.700001,63,9,73,10.4,'02 - 05,105905101
SCUDDER PRI,0,0,175,42.099998,50,12,43,10.3,'EE - 01,105905102
JACK C HAYS H S,2961,100,1077,36.400002,180,6.0999999,255,8.6000004,'09 - 12,105906001
ALTER IMPACT CTR,47,100,32,68.099998,6,12.8,12,25.5,'04 - 12,105906002
LIVE OAK ACADEMY,200,100,95,47.5,16,8,14,7,'09 - 12,105906004
LEHMAN H S,2634,100,1578,59.900002,264,10,306,11.6,'09 - 12,105906005
R C BARTON MIDDLE,718,100,230,32,36,5,76,10.6,'06 - 08,105906041
ERIC DAHLSTROM MIDDLE,785,100,111,14.1,6,0.80000001,67,8.5,'06 - 08,105906043
LAURA B WALLACE MIDDLE,800,100,458,57.299999,78,9.8000002,104,13,'06 - 08,105906044
ARMANDO CHAPA MIDDLE,753,100,490,65.099998,107,14.2,91,12.1,'06 - 08,105906045
D J RED SIMON MIDDLE,757,100,581,76.800003,260,34.299999,105,13.9,'06 - 08,105906046
DR T C MCCORMICK JR MIDDLE,899,100,593,66,221,24.6,97,10.8,'06 - 08,105906047
KYLE EL,328,51.700001,335,52.799999,43,6.8000002,95,15,'EE - 05,105906101
TOM GREEN EL,367,48.700001,442,58.700001,225,29.9,85,11.3,'EE - 05,105906103
BUDA EL,280,46.599998,285,47.400002,31,5.1999998,106,17.6,'EE - 05,105906106
ELM GROVE EL,435,49.700001,98,11.2,12,1.4,89,10.2,'KG - 05,105906107
SUSIE FUENTES EL,343,54.700001,389,62,47,7.5,109,17.4,'EE - 05,105906108
HEMPHILL EL,103,37.599998,226,82.5,28,10.2,39,14.2,'EE - 05,105906109
TOBIAS EL,313,51.299999,318,52.099998,23,3.8,108,17.700001,'EE - 05,105906110
LAURA B NEGLEY EL,418,51.900002,244,30.299999,14,1.7,116,14.4,'EE - 05,105906111
SCIENCE HALL EL,243,43.099998,410,72.699997,262,46.5,43,7.5999999,'PK - 05,105906112
BLANCO VISTA EL,331,52.799999,388,61.900002,293,46.700001,43,6.9000001,'PK - 05,105906113
CAMINO REAL EL,349,45.700001,634,83.099998,469,61.5,98,12.8,'EE - 05,105906114
CARPENTER HILL EL,361,57.099998,117,18.5,9,1.4,71,11.2,'EE - 05,105906115
RALPH PFLUGER EL,380,54.200001,356,50.799999,38,5.4000001,71,10.1,'EE - 05,105906116
UHLAND EL,381,45.400002,727,86.699997,624,74.400002,111,13.2,'EE - 05,105906118
CANADIAN H S,267,100,88,33,14,5.1999998,16,6,'09 - 12,106901001
CANADIAN MIDDLE,221,100,94,42.5,33,14.9,16,7.1999998,'06 - 08,106901041
BAKER EL,203,100,95,46.799999,27,13.3,25,12.3,'03 - 05,106901101
CANADIAN EL,0,0,106,49.299999,37,17.200001,13,6,'EE - 02,106901103
ATHENS H S,899,100,600,66.699997,129,14.3,76,8.5,'09 - 12,107901001
ATHENS MIDDLE,656,100,497,75.800003,154,23.5,65,9.8999996,'06 - 08,107901041
SOUTH ATHENS EL,208,42.400002,403,82.199997,166,33.900002,61,12.4,'EE - 05,107901102
CENTRAL ATHENS,232,47.299999,411,83.699997,154,31.4,45,9.1999998,'PK - 05,107901103
BEL AIR EL,218,47.099998,365,78.800003,146,31.5,60,13,'PK - 05,107901104
BROWNSBORO H S,779,100,408,52.400002,18,2.3,85,10.9,'09 - 12,107902001
BROWNSBORO J H,412,100,228,55.299999,14,3.4000001,52,12.6,'07 - 08,107902041
BROWNSBORO EL,106,22.799999,323,69.5,29,6.1999998,71,15.3,'EE - 03,107902101
CHANDLER INT,284,100,180,63.400002,16,5.5999999,39,13.7,'04 - 06,107902102
CHANDLER EL,104,23.4,309,69.599998,23,5.1999998,49,11,'PK - 03,107902103
BROWNSBORO INT,343,100,203,59.200001,28,8.1999998,53,15.5,'04 - 06,107902104
CROSS ROADS H S,149,100,73,49,0,0,17,11.4,'09 - 12,107904001
CROSS ROADS J H,151,100,75,49.700001,5,3.3,17,11.3,'06 - 08,107904041
CROSS ROADS EL,129,50,166,64.300003,10,3.9000001,29,11.2,'PK - 05,107904101
EUSTACE H S,430,100,261,60.700001,1,0.2,50,11.6,'09 - 12,107905001
EUSTACE PRI,0,0,335,75.5,8,1.8,53,11.9,'PK - 02,107905101
EUSTACE MIDDLE,347,100,201,57.900002,7,2,64,18.4,'06 - 08,107905102
EUSTACE INT,344,100,215,62.5,7,2,62,18,'03 - 05,107905103
MALAKOFF H S,387,100,238,61.5,5,1.3,37,9.6000004,'09 - 12,107906001
GATEWAY,1,100,1,100,0,0,1,100,'11 - 11,107906002
MALAKOFF ALTERNATIVE PROGRAM (MAP),5,100,4,80,0,0,2,40,'09 - 10,107906003
MALAKOFF MIDDLE,320,100,179,55.900002,12,3.8,32,10,'06 - 08,107906041
MALAKOFF EL,202,43.799999,312,67.699997,41,8.8999996,68,14.8,'EE - 05,107906102
TOOL EL,89,42,154,72.599998,11,5.1999998,14,6.5999999,'PK - 05,107906104
TRINIDAD SCHOOL,132,72.900002,134,74,6,3.3,15,8.3000002,'PK - 12,107907001
MURCHISON EL,105,58.299999,128,71.099998,13,7.1999998,28,15.6,'PK - 08,107908101
LAPOYNOR H S,109,100,54,49.5,2,1.8,9,8.3000002,'09 - 12,107910001
LAPOYNOR J H,129,100,78,60.5,2,1.6,13,10.1,'06 - 08,107910041
LAPOYNOR EL,107,46.099998,155,66.800003,2,0.89999998,16,6.9000001,'PK - 05,107910101
HORIZON MONTESSORI,251,42,350,58.5,329,55,26,4.3000002,'PK - 08,108802101
HORIZON MONTESSORI II,149,43.400002,220,64.099998,88,25.700001,17,5,'PK - 08,108802102
HORIZON MONTESSORI III,150,39.200001,293,76.5,81,21.1,18,4.6999998,'PK - 08,108802103
MIDVALLEY ACADEMY-MERCEDES CHARTER,121,100,121,100,27,22.299999,10,8.3000002,'09 - 12,108804001
MIDVALLEY ACADEMY-MCALLEN CHARTER,112,100,109,97.300003,38,33.900002,10,8.8999996,'09 - 12,108804002
MIDVALLEY ACADEMY-SAN BENITO CHART,123,100,121,98.400002,18,14.6,14,11.4,'09 - 12,108804003
MIDVALLEY ACADEMY - BROWNSVILLE CH,18,100,17,94.400002,6,33.299999,4,22.200001,'09 - 12,108804004
IDEA COLLEGE PREP,755,100,711,94.199997,268,35.5,44,5.8000002,'06 - 12,108807001
IDEA QUEST COLLEGE PREPARATORY,735,100,690,93.900002,165,22.4,36,4.9000001,'06 - 12,108807002
IDEA FRONTIER COLLEGE PREPARATORY,787,100,705,89.599998,176,22.4,40,5.0999999,'06 - 12,108807003
IDEA COLLEGE PREPARATORY MISSION,813,100,753,92.599998,300,36.900002,52,6.4000001,'06 - 12,108807004
IDEA COLLEGE PREPARATORY SAN BENIT,769,100,626,81.400002,165,21.5,35,4.5999999,'06 - 12,108807005
IDEA COLLEGE PREPARATORY SAN JUAN,742,100,714,96.199997,253,34.099998,57,7.6999998,'06 - 12,108807006
IDEA COLLEGE PREPARATORY ALAMO,735,100,688,93.599998,352,47.900002,25,3.4000001,'06 - 12,108807007
IDEA COLLEGE PREPARATORY PHARR,764,100,715,93.599998,379,49.599998,21,2.7,'06 - 12,108807008
IDEA EDINBURG COLLEGE PREPARATORY,722,100,587,81.300003,140,19.4,43,6,'06 - 12,108807009
IDEA COLLEGE PREP WESLACO,761,100,715,94,130,17.1,27,3.5,'06 - 12,108807010
IDEA MCALLEN COLLEGE PREPARATORY,772,100,579,75,229,29.700001,27,3.5,'06 - 12,108807011
IDEA BROWNSVILLE COLLEGE PREPARATO,755,100,601,79.599998,164,21.700001,58,7.6999998,'06 - 12,108807012
IDEA WESLACO PIKE COLLEGE PREPARAT,587,100,496,84.5,139,23.700001,44,7.5,'06 - 10,108807013
IDEA RIVERVIEW COLLEGE PREPARATORY,489,100,461,94.300003,223,45.599998,29,5.9000001,'06 - 09,108807014
IDEA NORTH MISSION COLLEGE PREPARA,493,100,454,92.099998,242,49.099998,37,7.5,'06 - 09,108807015
IDEA RIO GRANDE CITY COLLEGE PREPA,191,100,167,87.400002,147,77,18,9.3999996,'06 - 07,108807016
IDEA TRES LAGOS COLLEGE PREPARATOR,230,100,187,81.300003,117,50.900002,19,8.3000002,'06 - 07,108807017
IDEA TOROS COLLEGE PREPARATORY,141,100,129,91.5,33,23.4,0,0,'06 - 12,108807018
IDEA ELSA COLLEGE PREPARATORY,119,100,118,99.199997,40,33.599998,11,9.1999998,'06 - 06,108807019
IDEA CARVER COLLEGE PREPARATORY,604,100,499,82.599998,63,10.4,46,7.5999999,'06 - 12,108807020
IDEA SOUTH FLORES COLLEGE PREPARAT,673,100,504,74.900002,109,16.200001,61,9.1000004,'06 - 11,108807021
IDEA MONTERREY PARK COLLEGE PREPAR,567,100,515,90.800003,79,13.9,39,6.9000001,'06 - 10,108807022
IDEA WALZEM COLLEGE PREPARATORY,540,100,435,80.599998,95,17.6,65,12,'06 - 10,108807023
IDEA EASTSIDE COLLEGE PREPARATORY,423,100,406,96,77,18.200001,45,10.6,'06 - 09,108807024
IDEA JUDSON COLLEGE PREPARATORY,352,100,246,69.900002,65,18.5,42,11.9,'06 - 08,108807025
IDEA MAYS COLLEGE PREPARATORY,373,100,299,80.199997,30,8,46,12.3,'06 - 08,108807026
IDEA NAJIM COLLEGE PREPARATORY,236,100,202,85.599998,43,18.200001,17,7.1999998,'06 - 08,108807027
IDEA BRACKENRIDGE COLLEGE PREPARAT,250,100,215,86,52,20.799999,20,8,'06 - 07,108807028
IDEA EWING HALSELL COLLEGE PREPARA,253,100,201,79.400002,45,17.799999,18,7.0999999,'06 - 07,108807029
IDEA INGRAM HILLS COLLEGE PREPARAT,114,100,99,86.800003,19,16.700001,21,18.4,'06 - 06,108807030
IDEA MONTOPOLIS COLLEGE PREPARATOR,739,100,670,90.699997,331,44.799999,69,9.3000002,'06 - 12,108807035
IDEA RUNDBERG COLLEGE PREPARATORY,495,100,472,95.400002,289,58.400002,55,11.1,'06 - 09,108807036
IDEA BLUFF SPRINGS COLLEGE PREPARA,361,100,289,80.099998,149,41.299999,28,7.8000002,'06 - 08,108807037
IDEA PFLUGERVILLE COLLEGE PREPARAT,122,100,95,77.900002,69,56.599998,1,0.80000001,'06 - 06,108807038
IDEA KYLE COLLEGE PREPARATORY,128,100,82,64.099998,27,21.1,10,7.8000002,'06 - 06,108807039
IDEA RIO VISTA COLLEGE PREPARATORY,93,100,83,89.199997,23,24.700001,13,14,'06 - 06,108807040
IDEA OWASSA COLLEGE PREPARATORY,117,100,108,92.300003,67,57.299999,10,8.5,'06 - 06,108807083
IDEA EDGEMERE COLLEGE PREPARATORY,87,100,62,71.300003,23,26.4,10,11.5,'06 - 06,108807084
IDEA ACADEMY,358,40.299999,852,95.800003,424,47.700001,52,5.8000002,'PK - 05,108807101
IDEA QUEST ACADEMY,372,43.299999,820,95.300003,366,42.599998,26,3,'PK - 05,108807102
IDEA FRONTIER ACADEMY,365,42.599998,803,93.800003,546,63.799999,22,2.5999999,'PK - 05,108807103
IDEA ACADEMY MISSION,362,39.799999,843,92.699997,511,56.200001,29,3.2,'PK - 05,108807104
IDEA ACADEMY SAN BENITO,367,42,746,85.400002,248,28.4,16,1.8,'PK - 05,108807105
IDEA ACADEMY SAN JUAN,354,41.799999,756,89.300003,483,57,34,4,'PK - 05,108807106
IDEA ACADEMY ALAMO,355,41.200001,803,93.199997,574,66.599998,17,2,'PK - 05,108807107
IDEA ACADEMY PHARR,352,40.599998,814,93.900002,722,83.300003,8,0.89999998,'PK - 05,108807108
IDEA EDINBURG ACADEMY,355,41.5,699,81.699997,312,36.400002,25,2.9000001,'PK - 05,108807109
IDEA ACADEMY WESLACO,351,50.400002,631,90.5,245,35.200001,19,2.7,'KG - 05,108807110
IDEA MCALLEN ACADEMY,357,40.200001,697,78.599998,527,59.400002,24,2.7,'PK - 05,108807111
IDEA BROWNSVILLE ACADEMY,355,50.799999,557,79.699997,283,40.5,33,4.6999998,'KG - 05,108807112
IDEA WESLACO PIKE ACADEMY,352,37.799999,790,84.900002,371,39.799999,39,4.1999998,'PK - 05,108807113
IDEA RIVERVIEW ACADEMY,242,32.099998,714,94.800003,568,75.400002,30,4,'PK - 04,108807114
IDEA NORTH MISSION ACADEMY,248,28,801,90.5,494,55.799999,37,4.1999998,'PK - 04,108807115
IDEA RIO GRANDE CITY ACADEMY,32,5.8000002,488,88.599998,322,58.400002,15,2.7,'PK - 05,108807116
IDEA TRES LAGOS ACADEMY,0,0,430,84.5,246,48.299999,23,4.5,'PK - 02,108807117
IDEA ELSA ACADEMY,0,0,339,99.099998,147,43,14,4.0999999,'PK - 01,108807119
IDEA CARVER ACADEMY,348,51.299999,560,82.5,56,8.1999998,38,5.5999999,'KG - 05,108807120
IDEA SOUTH FLORES ACADEMY,365,42.700001,655,76.599998,79,9.1999998,64,7.5,'PK - 05,108807121
IDEA MONTERREY PARK ACADEMY,366,50.599998,659,91,106,14.6,45,6.1999998,'KG - 05,108807122
IDEA WALZEM ACADEMY,354,48.400002,548,74.900002,116,15.8,45,6.0999999,'PK - 05,108807123
IDEA EASTSIDE ACADEMY,395,54.299999,674,92.599998,153,21,57,7.8000002,'KG - 05,108807124
IDEA JUDSON ACADEMY,226,38.099998,418,70.5,97,16.4,33,5.5999999,'KG - 04,108807125
IDEA MAYS ACADEMY,232,39.700001,431,73.800003,49,8.3999996,43,7.4000001,'KG - 04,108807126
IDEA NAJIM ACADEMY,81,14.3,519,91.400002,55,9.6999998,22,3.9000001,'PK - 03,108807127
IDEA BRACKENRIDGE ACADEMY,0,0,480,87.599998,64,11.7,16,2.9000001,'PK - 02,108807128
IDEA EWING HALSELL ACADEMY,0,0,441,83.800003,59,11.2,14,2.7,'PK - 02,108807129
IDEA INGRAM HILLS ACADEMY,0,0,335,89.599998,36,9.6000004,12,3.2,'PK - 01,108807130
IDEA MONTOPOLIS ACADEMY,357,49.799999,646,90.099998,451,62.900002,41,5.6999998,'KG - 05,108807135
IDEA RUNDBERG ACADEMY,349,49.599998,655,93.199997,475,67.599998,45,6.4000001,'KG - 05,108807136
IDEA BLUFF SPRINGS ACADEMY,237,39.599998,474,79.099998,262,43.700001,54,9,'KG - 04,108807137
IDEA PFLUGERVILLE ACADEMY,0,0,284,81.599998,149,42.799999,18,5.1999998,'KG - 02,108807138
IDEA KYLE ACADEMY,0,0,256,69.800003,58,15.8,22,6,'KG - 02,108807139
IDEA RIO VISTA ACADEMY,0,0,318,91.599998,158,45.5,19,5.5,'PK - 02,108807140
IDEA OWASSA ACADEMY,0,0,370,92.5,177,44.299999,9,2.3,'PK - 01,108807183
IDEA EDGEMERE ACADEMY,0,0,329,83.300003,86,21.799999,27,6.8000002,'PK - 01,108807184
VANGUARD REMBRANDT,1205,71.199997,1409,83.199997,622,36.700001,67,4,'PK - 12,108808101
VANGUARD PICASSO,255,43.599998,482,82.400002,343,58.599998,25,4.3000002,'PK - 05,108808103
VANGUARD MOZART,592,64.099998,828,89.599998,412,44.599998,61,6.5999999,'PK - 11,108808104
VANGUARD BEETHOVEN,432,44.200001,785,80.300003,399,40.799999,40,4.0999999,'PK - 08,108808105
EXCELLENCE IN LEADERSHIP ACADEMY,119,49.200001,197,81.400002,155,64,20,8.3000002,'PK - 08,108809001
DONNA H S,2046,100,1848,90.300003,606,29.6,198,9.6999998,'09 - 12,108902001
HIDALGO CO J J A E P,1,100,1,100,0,0,0,0,'10 - 10,108902003
3D ACADEMY,158,100,152,96.199997,75,47.5,10,6.3000002,'09 - 12,108902006
DONNA NORTH H S,2174,100,2090,96.099998,878,40.400002,197,9.1000004,'09 - 12,108902007
A P SOLIS MIDDLE,850,100,751,88.400002,438,51.5,109,12.8,'06 - 08,108902045
VETERANS MIDDLE,890,100,822,92.400002,542,60.900002,89,10,'06 - 08,108902046
DORA M SAUCEDA MIDDLE,828,100,806,97.300003,528,63.799999,87,10.5,'06 - 08,108902047
W A TODD MIDDLE,722,100,673,93.199997,265,36.700001,87,12,'06 - 08,108902048
GUZMAN EL,186,50.299999,364,98.400002,126,34.099998,24,6.5,'EE - 05,108902102
T PRICE EL,220,47.700001,445,96.5,227,49.200001,36,7.8000002,'PK - 05,108902103
A M OCHOA EL,214,50.599998,383,90.5,192,45.400002,26,6.0999999,'PK - 05,108902104
RUNN EL,141,47.299999,279,93.599998,201,67.400002,15,5,'PK - 05,108902105
C STAINKE EL,246,46.900002,501,95.400002,219,41.700001,58,11,'EE - 05,108902106
J W CACERES EL,184,51.799999,335,94.400002,166,46.799999,36,10.1,'PK - 05,108902109
M RIVAS EL,149,44.700001,325,97.599998,251,75.400002,32,9.6000004,'EE - 05,108902111
CAPT D SALINAS II EL,262,49.799999,500,95.099998,375,71.300003,29,5.5,'PK - 05,108902112
PATRICIA S GARZA EL,299,47.799999,622,99.5,485,77.599998,52,8.3000002,'PK - 05,108902113
MARIA ALICIA P MUNOZ EL,364,45.299999,784,97.599998,593,73.800003,51,6.4000001,'EE - 05,108902114
LE NOIR EL,195,48.099998,371,91.599998,140,34.599998,39,9.6000004,'PK - 05,108902115
DANIEL SINGLETERRY SR,253,46.700001,526,97,393,72.5,42,7.6999998,'EE - 05,108902116
ELOY GARZA SALAZAR EL,261,50,481,92.099998,283,54.200001,43,8.1999998,'PK - 05,108902117
JULIAN S ADAME,300,51.5,528,90.699997,369,63.400002,40,6.9000001,'PK - 05,108902118
EDCOUCH-ELSA H S,1411,100,1386,98.199997,265,18.799999,150,10.6,'09 - 12,108903001
EDCOUCH-ELSA H S ACADEMY,37,100,36,97.300003,16,43.200001,4,10.8,'09 - 12,108903004
CARLOS TRUAN J H,1064,100,1057,99.300003,295,27.700001,112,10.5,'06 - 08,108903041
SANTIAGO GARCIA EL,303,66.599998,438,96.300003,237,52.099998,41,9,'01 - 05,108903102
KENNEDY EL,290,65.900002,425,96.599998,110,25,47,10.7,'01 - 05,108903103
RUBEN C RODRIGUEZ EL,261,59.900002,420,96.300003,112,25.700001,39,8.8999996,'01 - 05,108903104
L B J EL,311,63,487,98.599998,112,22.700001,34,6.9000001,'01 - 05,108903105
JORGE R GUTIERREZ EARLY CHILDHOOD,0,0,564,95.099998,106,17.9,30,5.0999999,'PK - KG,108903106
EDINBURG H S,2534,100,2238,88.300003,416,16.4,170,6.6999998,'09 - 12,108904001
ECONOMEDES H S,2671,100,2524,94.5,573,21.5,167,6.3000002,'09 - 12,108904002
EDINBURG NORTH H S,2736,100,2398,87.599998,405,14.8,169,6.1999998,'09 - 12,108904003
ROBERT R VELA H S,2362,100,1635,69.199997,231,9.8000002,146,6.1999998,'09 - 12,108904006
J J A E P,2,100,2,100,1,50,0,0,'09 - 09,108904039
JUVENILE DETENTION CTR,40,100,37,92.5,21,52.5,6,15,'06 - 11,108904040
B L GARZA MIDDLE,1065,100,924,86.800003,243,22.799999,92,8.6000004,'06 - 08,108904043
SOUTH MIDDLE,1370,100,977,71.300003,210,15.3,91,6.5999999,'06 - 08,108904044
MEMORIAL MIDDLE,1232,100,1160,94.199997,451,36.599998,87,7.0999999,'06 - 08,108904045
FRANCISCO BARRIENTES MIDDLE,1314,100,1157,88.099998,421,32,82,6.1999998,'06 - 08,108904046
BETTY HARWELL MIDDLE,1394,100,1353,97.099998,766,54.900002,98,7,'06 - 08,108904047
ELIAS LONGORIA SR MIDDLE,975,100,869,89.099998,353,36.200001,71,7.3000002,'06 - 08,108904048
AUSTIN ELEM,176,44.900002,357,91.099998,141,36,30,7.6999998,'EE - 05,108904101
BREWSTER EL,282,75.400002,308,82.400002,121,32.400002,16,4.3000002,'PK - 08,108904102
HARGILL EL,184,46.900002,376,95.900002,237,60.5,22,5.5999999,'PK - 05,108904103
BETTS EL,222,47.400002,421,90,247,52.799999,34,7.3000002,'PK - 05,108904104
JEFFERSON ELEM,241,48.700001,325,65.699997,124,25.1,19,3.8,'PK - 05,108904105
